,block_id,text,file,original_type,country,year,language,id,nr_words,topic_nr,topic_name,topic_category,Country,Alpha-2,Alpha-3,Numeric code,Latitude (average),Longitude (average),UN continental,UN statistical,Population_2018,Population_2019,Annex I or II,SIDS,DFID priority,World Bank Income,World Bank Region,Income group,food_score,Country Code,2021_gdp,Region
2314,46," Changes in these adjacent Significant effort was devoted to addressing the systems can trigger structural food system changes; issue of high prices of nutritious foods through the thus, consideration of the adjacent systems plays a promotion of government-led nutrition programs to vital part in the food system. Therefore, food systems improve nutrient access, enhance livelihoods, and must be designed so that the economic, social, and reduce shocks and vulnerabilities in line with the “no environmental basis are not compromised, and the one left behind” and “no sod left untouched” approach.",Rwanda_2022_ENG,.pdf,Rwanda,2022,ENG,Rwanda_2022_ENG_46,91,30,Food security strategy,General & Governance,Rwanda,RW,RWA,646.0,-2.0,30.0,Africa,Eastern Africa,"12,301,970","12,626,950",Non-Annex I,,1.0,Low,Sub-Saharan Africa,Low income,,RWA,2459.70734669588,Africa
2315,5," Expansion of public-private partnership. We recognize the considerable potential in the active involvement of business in the international food safety agenda, as well as in ensuring sustainable food system. Healthy diet and principles. Countrystill needs to reduce the caloric intake of the population and increase the nutrient density of diets including by introducing more plant-based",Serbia_2021_ENG,.pdf,Serbia,2021,ENG,Serbia_2021_ENG_5,57,30,Food security strategy,General & Governance,Serbia,RS,SRB,688.0,44.0,21.0,Europe,Southern Europe,"8,802,754","8,772,235",Non-Annex I,,0.0,Upper-middle,Europe & Central Asia,Upper middle income,14.8,SRB,21641.8514735572,Europe
2316,93,"Despite some improvements in general education, there are few technical courses in Country that provide a holistic academic training in food systems. There is no database that contain a list of education and training courses available for stakeholders and participants in the food systems. Curricula in educational institutions should include basic understanding of food security and safety, food hygiene, international and national standards to ensure that future specialists are aware of modern practice related to food production, factors contributing to food insecurity and safety.",Tajikistan_2021_ENG,.docx,Tajikistan,2021,ENG,Tajikistan_2021_ENG_93,84,30,Food security strategy,General & Governance,Tajikistan,TJ,TJK,762.0,39.0,71.0,Asia,Central Asia,"9,100,835","9,321,018",Non-Annex I,,1.0,Low,Europe & Central Asia,Lower middle income,,TJK,4288.1678896526,Asia
2317,94,"At present, training on various aspects of food security and safety is conducted on an ad hoc basis. Private food producers should receive information and training on food production,  safety, processing, storage, transportation, and application of internationally recognized standards. Participation in international fora is limited and awareness of stakeholders about obtaining information on food production, food safety measures, preventing diet related diseases, and sustainable consumption is also limited.",Tajikistan_2021_ENG,.docx,Tajikistan,2021,ENG,Tajikistan_2021_ENG_94,68,30,Food security strategy,General & Governance,Tajikistan,TJ,TJK,762.0,39.0,71.0,Asia,Central Asia,"9,100,835","9,321,018",Non-Annex I,,1.0,Low,Europe & Central Asia,Lower middle income,,TJK,4288.1678896526,Asia
2318,101,"Create a publicly available advisory and information web platform that provides information on modern approaches and knowledge to improve the skills of local experts and students in food production; Improve communication between producers and consumers by strengthening the interface between wholesalers, retail markets, manufacturers, and consumer bodies; upgrade awareness and knowledge of authorities and business operators in modern food safety techniques and importance of national food traceability, withdrawal and recall systems; Build the capacity of food control agencies on various topics related to food hygiene and safety such as hygiene, HACCP, risk analysis, traceability, risk-based inspection, sampling and testing methods, and accreditation of laboratories (ISO/IEC 17025);",Tajikistan_2021_ENG,.docx,Tajikistan,2021,ENG,Tajikistan_2021_ENG_101,108,30,Food security strategy,General & Governance,Tajikistan,TJ,TJK,762.0,39.0,71.0,Asia,Central Asia,"9,100,835","9,321,018",Non-Annex I,,1.0,Low,Europe & Central Asia,Lower middle income,,TJK,4288.1678896526,Asia
2319,9," Se destaca que más de la mitad del sodio que consumen los niños está «escondido» en productos listos para su consumo, 30% se encuentra en 26 Ministerio de Salud Pública. 2ª Encuesta Nacional de Factores de Riesgo de Enfermedades No Transmisibles. 28 MIDES, MSP, INAU, ANEP, MEC, INE, Primeros resultados de la encuesta de nutrición, desarrollo infantil y salud cohorte 2018.",Uruguay_2023_ESP,.pdf,Uruguay,2023,ESP,Uruguay_2023_ESP_9,61,30,Food security strategy,General & Governance,Uruguay,UY,URY,858.0,-33.0,-56.0,Americas,South America,"3,449,285","3,461,734",Non-Annex I,,0.0,High,Latin America & Caribbean,High income,15.2,URY,25048.7239739287,South America
2320,15,"A program on the implementation of the Strategy for the following year will be developed and approved annually by December 1. Priority areas of the Strategy Ensuring food security of the population Food security is one of the structural components of the country's development since it affects a wide range of socio-economic, demographic and environmental factors. State food security policy will be developed and implemented based on four components (availability, access, utilization and stability). Major factors affecting food security are population growth, increased demand for land, water and energy resources, as well as dramatic climate change.",Uzbekistan_2021_ENG,.docx,Uzbekistan,2021,ENG,Uzbekistan_2021_ENG_15,98,30,Food security strategy,General & Governance,Uzbekistan,UZ,UZB,860.0,41.0,64.0,Asia,Central Asia,"32,476,244","32,981,716",Non-Annex I,,0.0,Lower-middle,Europe & Central Asia,Lower middle income,26.1,UZB,8497.44830751167,Asia
2321,19," Food safety, along the value chains of food systems (from seed to table); 5. Public policies and national strategies to strengthen food control and interventions (from production to consumption); 6. Effective integration and coordination across strategic partnerships between government, community and international partners to build sustainable food systems; 7. Raising the demand for healthy and nutritious food, and changing behavior and practices towards healthy nutrition.",Yemen_2022_ENG,.pdf,Yemen,2022,ENG,Yemen_2022_ENG_19,65,30,Food security strategy,General & Governance,Yemen,YE,YEM,887.0,15.0,48.0,Asia,Western Asia,"28,498,683","29,161,922",Non-Annex I,,1.0,Low,Middle East & North Africa,Low income,67.2,YEM,,Asia
2322,16," En outre, Il est également prévu de mettre en place un cadre réglementaire pour le stockage et l’utilisation des boues issues des stations d’épuration (STEP) qui pour l’heure n’ont pas légale. d’existence Sur un autre volet, il faut souligner que, l ’agriculture en Algérie souffre de plus en plus du manque de matière organique dans le sol, ainsi que les éléments nutritifs tels que le phosphore et l’azote et le potassium dont les eaux usées sont riches et peuvent donc être valorisées pour combler ",Algeria_2022_FR,.pdf,Algeria,2022,FR,Algeria_2022_FR_16,90,35,Junk,Junk,Algeria,DZ,DZA,12.0,28.0,3.0,Africa,Northern Africa,"42,228,408","43,053,054",Non-Annex I,,0.0,Upper-middle,Middle East & North Africa,Lower middle income,19.3,DZA,12128.2749912629,Africa
2323,21," Études achevées : i l y a lieu de souligner qu’un nombre important d’études (entre faisabilité ▪ et APD) relatives à 26 STEP ont été réalisées dont 04 études achevées à fin 2019, recélant un potentiel important de superficies irrigables estimé à environ 20.700 ha ; Etudes en cours : Les études en cours à partir de (14) STEP 1 700 avec un impact d’environ ▪ ha. Boumerdès (03), Annaba, El-Oued (04) Ghardaia (03) et Msila (03). un Sur le long terme, la généralisation de ce programme à l’échelle nationale permettrait la valorisation d’ volume de 2 milliards de m3 e actuellement à équivaut à 4 fois le volume annuel moyen de l’eau affecté 3/an.",Algeria_2022_FR,.pdf,Algeria,2022,FR,Algeria_2022_FR_21,118,35,Junk,Junk,Algeria,DZ,DZA,12.0,28.0,3.0,Africa,Northern Africa,"42,228,408","43,053,054",Non-Annex I,,0.0,Upper-middle,Middle East & North Africa,Lower middle income,19.3,DZA,12128.2749912629,Africa
2324,24,"2 Le programme portant suivi des prix des produits alimentaires de large consommation ère en charge du commerce lors de la pandémie de la Mis en œuvre par les services spécialisés du minist COVID 19, il vise à , en ce qui concerne les éviter toutes perturbations d’approvisionnement du marché produits alimentaires de base, et d'intervenir rapidement, le cas échéant lorsque la volatilité des prix est trop importante, afin de stabiliser le marché les plus et de préserver ainsi le pouvoir d’achat des citoyens défavorisés.",Algeria_2022_FR,.pdf,Algeria,2022,FR,Algeria_2022_FR_24,87,35,Junk,Junk,Algeria,DZ,DZA,12.0,28.0,3.0,Africa,Northern Africa,"42,228,408","43,053,054",Non-Annex I,,0.0,Upper-middle,Middle East & North Africa,Lower middle income,19.3,DZA,12128.2749912629,Africa
2325,7," Garan-�r-se-á, desta forma, uma implementação mais Em conformidade com os compromissos assumidos eficiente das acções, o monitoramento efec�vo e a no plano nacional, regional e internacional, avaliação dos diferentes planos e programas de pretende-se, através dos sistemas alimentares, criar todos os departamentos ministeriais, ins�tutos, condições para garan�r a toda a população angolana agências ou aquelas estruturas governamentais rele-uma segurança alimentar durável, diminuir o nível vantes em matéria SAN. de desigualdade na distribuição dos rendimentos e reduzir estruturalmente a pobreza extrema.",Angola_2021_POR,.pdf,Angola,2021,POR,Angola_2021_POR_7,88,35,Junk,Junk,Angola,AO,AGO,24.0,-12.5,18.5,Africa,Middle Africa,"30,809,787","31,825,295",Non-Annex I,,0.0,Lower-middle,Sub-Saharan Africa,Lower middle income,78.5,AGO,6491.12557839236,Africa
2326,7," Para o A visão futura dos par�cipantes indicou 4 aspectos funda-efeito, o país conta com enorme potencial para a mentais para se ultrapassar as barreiras: i)Estabelecimento do Sistema Nacional de Segurança produção de alimentos, uma vez que dispõe de Alimentar e Nutricional (SINASAN) com seus órgãos de vários �pos de solo, recursos hídricos e várias zonas coordenação a nível nacional e local; ii)Aceleração no climá�cas.",Angola_2021_POR,.pdf,Angola,2021,POR,Angola_2021_POR_7,70,35,Junk,Junk,Angola,AO,AGO,24.0,-12.5,18.5,Africa,Middle Africa,"30,809,787","31,825,295",Non-Annex I,,0.0,Lower-middle,Sub-Saharan Africa,Lower middle income,78.5,AGO,6491.12557839236,Africa
2327,13," We fully exploit the potential of the social food economy. We cash in on the potential of food innovations and food experiences for new employment. SO 15: Putting Flanders on the culinary map Flanders is renowned in the culinary field, and this also bears fruit for tourism.",Belgium_2023_ENG,.pdf,Belgium,2023,ENG,Belgium_2023_ENG_13,47,35,Junk,Junk,Belgium,BE,BEL,56.0,50.8333,4.0,Europe,Western Europe,"11,482,178","11,539,328",Annex I,,0.0,High,Europe & Central Asia,High income,5.8,BEL,59372.889675862,Europe
2328,3," Adicionalmente, los esquemas de producción de SPAAT están alineados con atributos importantes como la mejora de la soberanía alimentaria, del hábito alimentario que proporciona continuidad a los patrones de consumo estacional local y la identidad cultural, las variedades de semillas locales y su continuidad, así como el fortalecimiento del conocimiento productivo local. También se reconoce la necesidad de que los SAA transiten hacia sistemas alimentarios sustentables en armonía con la Madre Tierra, recogiendo varios de los atributos identificados anteriormente.",Bolivia_2021_ESP,.pdf,Bolivia,2021,ESP,Bolivia_2021_ESP_3,79,35,Junk,Junk,Bolivia,BO,BOL,68.0,-17.0,-65.0,Americas,South America,"11,353,142","11,513,100",Non-Annex I,,0.0,Lower-middle,Latin America & Caribbean,Lower middle income,,BOL,8846.08196476077,South America
2329,6," • Provisión de fiCountry'sciamiento y asistencia técnica a través de los mecanismos de Naciones Unidas para el fortalecimiento de los SPAAT con enfoque de apoyo presupuestario y/o jurisdiccional, sujeto al cumplimiento de los indicadores de sistemas alimentarios del Vivir Bien. (año 2024) • Reformas estructurales a los SAA de acuerdo a cumplimiento de indicadores propuestas por el Estado Plurinacional de Country en cuanto a: o Resiliencia socio ecológica: cambio climático (adaptación, mitigación y resiliencia); agro biodiversidad; organización social; conocimientos ancestrales.",Bolivia_2021_ESP,.pdf,Bolivia,2021,ESP,Bolivia_2021_ESP_6,80,35,Junk,Junk,Bolivia,BO,BOL,68.0,-17.0,-65.0,Americas,South America,"11,353,142","11,513,100",Non-Annex I,,0.0,Lower-middle,Latin America & Caribbean,Lower middle income,,BOL,8846.08196476077,South America
2330,18," ● Reforçar o uso da ciência como base para adoção de medidas sanitárias e técnicas relacionadas ao comércio internacional de alimentos, por meio da promoção da transparência e do compartilhamento de conhecimentos científicos, bem como o estabelecimento de mecanismos de consulta e revisão baseados em evidências. É essencial evitar a imposição de restrições arbitrárias, disfarçadas e injustificáveis ao comércio internacional, garantindo que as medidas adotadas sejam proporcionais e fundamentadas em riscos reais.",Brazil_2023_POR,.pdf,Brazil,2023,POR,Brazil_2023_POR_18,71,35,Junk,Junk,Brazil,BR,BRA,76.0,-10.0,-55.0,Americas,South America,"209,469,323","211,049,527",Non-Annex I,,0.0,Upper-middle,Latin America & Caribbean,Upper middle income,32.8,BRA,16031.0861728725,South America
2331,128,"le développement des systèmes d’assurance dans les secteurs des systèmes alimentaires ; la Promotion de l’agriculture biologique ; la digitalisation des processus des systèmes de sécurité alimentaire et nutritionnelle. ACTIONS STRATEGIQCountry'sET OPERATIONNELLES A REALISER DANS LE MOYEN ET LONG TERME Les actions fortes à mettre en œuvre pour le moyen et long terme sont : l’amélioration de la productivité et de la diversification du secteur ASPHF ; la mobilisation, la protection et la gestion intégrée des ressources en eau (souterraine et de surface) en quantité suffisante ;",Burkina Faso_2021_FR,.docx,Burkina Faso,2021,FR,Burkina Faso_2021_FR_128,86,35,Junk,Junk,Burkina Faso,BF,BFA,854.0,13.0,-2.0,Africa,Western Africa,"19,751,466","20,321,378",Non-Annex I,,0.0,Low,Sub-Saharan Africa,Low income,56.9,BFA,2394.70536478773,Africa
2332,2, Cette feuille de route nationale pour le renforcement des systèmes alimentaires est donc un des documents d’opérationnalisation du PND afin de réaliser la vision et les ambitions reflétées dans ce document servant de référence dans la planification au développement socioéconomique. Elle est en phase avec les politiques et stratégies sectorielles et fait appel aux différents secteurs qui doivent développer des mécanismes de collaboration pour des interrelations fructueuses à travers un système de suivi-évaluation efficace. Le grand défis qui a guidé les réflexions qui ont conduit à cette feuille de route est le suivant : « Nourrir la population burundaise à travers une amélioration de facteurs de iii,Burundi_2021_FR,.pdf,Burundi,2021,FR,Burundi_2021_FR_2,107,35,Junk,Junk,Burundi,BI,BDI,108.0,-3.5,30.0,Africa,Eastern Africa,"10,524,117","10,864,245",Non-Annex I,,0.0,Low,Sub-Saharan Africa,Low income,,BDI,774.54289094215,Africa
2333,6," Nous rappelons que le lancement officiel de ces concertations s’est déroulé à Bujumbura, Hôtel Club du Lac Tanganyika, sous le Haut Patronage de la Primature afin de mobiliser toutes les parties preCountry'stes des systèmes alimentaires burundais à contribuer de manière effective aux réflexions sur des politiques et des interventions à haut impact pour élaborer des voies nationales vers des systèmes alimentaires sains, durables, nutritionnels et résilients.",Burundi_2021_FR,.pdf,Burundi,2021,FR,Burundi_2021_FR_6,68,35,Junk,Junk,Burundi,BI,BDI,108.0,-3.5,30.0,Africa,Eastern Africa,"10,524,117","10,864,245",Non-Annex I,,0.0,Low,Sub-Saharan Africa,Low income,,BDI,774.54289094215,Africa
2334,11," Overall, these farmers have considerably improved the sustainability of their soil management practices on land used for crops and grazing, for example, through no-till or conservation tillage techniques, restoring degraded land, using legumes and grasses in cover crops, using rotational grazing, and planting trees and shrubs as shelterbelts. In the early 1990s, agricultural soils sequestered more carbon than was emitted.",Canada_2023_ENG,.pdf,Canada,2023,ENG,Canada_2023_ENG_11,61,35,Junk,Junk,Canada,CA,CAN,124.0,60.0,-95.0,Americas,Northern America,"37,074,562","37,411,047",Annex I,,0.0,High,North America,High income,7.7,CAN,52789.675434009,North America
2335,15," The LFIF is supporting a wide range of community-led projects that improve access to safe, nutritious, and culturally diverse food, such as greenhouses, community kitchens, projects at food banks, and projects that increase access to traditional foods that are led by Indigenous communities. Additionally, the AgriCommunication Initiative will contribute to better connecting Country'ss with Country’s farmers, and the vital role they play in our food system through two streams.",Canada_2023_ENG,.pdf,Canada,2023,ENG,Canada_2023_ENG_15,72,35,Junk,Junk,Canada,CA,CAN,124.0,60.0,-95.0,Americas,Northern America,"37,074,562","37,411,047",Annex I,,0.0,High,North America,High income,7.7,CAN,52789.675434009,North America
2336,17," And finally, with respect to agricultural temporary foreign workers, Immigration, Refugees and Citizenship Country will work to expand permanent resident status for international students and temporary foreign workers through the Express Entry system for skilled immigrants who want to settle in Country permanently. 25 Government Response -8512-441-73 -House of Commons of Country (ourcommons.ca) 26 AAFC (2022) Rejuvenating the Workforce: Developing a National Agricultural Labour Strategy (AgLS) -agriculture.canada.ca 17",Canada_2023_ENG,.pdf,Canada,2023,ENG,Canada_2023_ENG_17,73,35,Junk,Junk,Canada,CA,CAN,124.0,60.0,-95.0,Americas,Northern America,"37,074,562","37,411,047",Annex I,,0.0,High,North America,High income,7.7,CAN,52789.675434009,North America
2337,9," Dans cette optique, le pays considère que l’organisation du Sommet Mondial sur les systèmes alimentaires constitue une opportunité pour donner un coup d’accélérateur aux efforts en cours à travers la mobilisation et l’engagement de tous les acteurs et les parties preCountry'stes dans la construction d’une voie nationale vers des systèmes alimentaires sains, nutritifs et durables. Le Tchad se réjouit de prendre part à cet effort mondial et entend jouer sa partition à la hauteur des enjeux et des défis à relever.",Chad_2021_FR,.pdf,Chad,2021,FR,Chad_2021_FR_9,86,35,Junk,Junk,Chad,TD,TCD,148.0,15.0,19.0,Africa,Middle Africa,"15,477,729","15,946,876",Non-Annex I,,0.0,Low,Sub-Saharan Africa,Low income,,TCD,1566.04116081687,Africa
2338,11," Compte tenu de la dimension chronique et de la proportion de l'insécurité alimentaire et nutritionnelle, une stratégie efficace de sécurité alimentaire, de réduction de la pauvreté à travers des mécanismes adaptés de protection sociale, comme les filets sociaux (transferts non contributifs aux plus pauvres) et les filets sociaux productifs, est essentielle et devra donc être renforcée. Celle-ci permet d’améliorer les conditions de vie et la sécurité alimentaire et nutritionnelle des ménages aussi bien en période ""normale"" qu’en période de crise.",Chad_2021_FR,.pdf,Chad,2021,FR,Chad_2021_FR_11,84,35,Junk,Junk,Chad,TD,TCD,148.0,15.0,19.0,Africa,Middle Africa,"15,477,729","15,946,876",Non-Annex I,,0.0,Low,Sub-Saharan Africa,Low income,,TCD,1566.04116081687,Africa
2339,13, Développement des filières à forte valeur nutritive dans les domaines agro-sylvo-pastoraux et halieutiques. L’accroissement de la productivité et de la compétitivité de certains aliments à haute valeur nutritive contribuera sans nul doute à la diversification et à l’équilibre du régime alimentaire nécessaire à un bon état nutritionnel mais aussi à un état de santé adéquat.,Chad_2021_FR,.pdf,Chad,2021,FR,Chad_2021_FR_13,59,35,Junk,Junk,Chad,TD,TCD,148.0,15.0,19.0,Africa,Middle Africa,"15,477,729","15,946,876",Non-Annex I,,0.0,Low,Sub-Saharan Africa,Low income,,TCD,1566.04116081687,Africa
2340,18,l’éducation nutritionnelle et des guides sur les Bonnes Pratiques d’Hygiène (BPH) spécifiquement destinés aux adolescents ; (vi) travailler avec les vendeurs des aliments de la rue pour promouvoir la préparation et vente des collations saines en gardant à l'esprit la préférence des adolescents ; (vii) ,Chad_2021_FR,.pdf,Chad,2021,FR,Chad_2021_FR_18,46,35,Junk,Junk,Chad,TD,TCD,148.0,15.0,19.0,Africa,Middle Africa,"15,477,729","15,946,876",Non-Annex I,,0.0,Low,Sub-Saharan Africa,Low income,,TCD,1566.04116081687,Africa
2341,25," Élaborer une stratégie de communication mettant l’accent sur les bonnes pratiques de prévention et de gestion des conflits Scientifiques 1. Soutenir l'initiative de l'organisation du Sommet Mondial sur les Systèmes Alimentaires ; 2. Mettre en place un Programme de Recherche sur Base Compétitive ; 3. Encourager la réforme des systèmes d'information et d'innovation agricoles pour l'appui de l'agroécologie et d'autres approches novatrices ; 4. Promouvoir l'intégration de la recherche, la vulgarisation/la 24",Chad_2021_FR,.pdf,Chad,2021,FR,Chad_2021_FR_25,79,35,Junk,Junk,Chad,TD,TCD,148.0,15.0,19.0,Africa,Middle Africa,"15,477,729","15,946,876",Non-Annex I,,0.0,Low,Sub-Saharan Africa,Low income,,TCD,1566.04116081687,Africa
2342,25," Participer aux campagnes d’information et de sensibilisation sur le changement des comportements en matière de bonne nutrition, de santé et gestion durable des ressources naturelles ; 9. Organiser le Plaidoyer par les organisations paysannes dans le pays envers les décideurs politiques pour une augmentation des allocations budgétaires dédiées au secteur agricole ; 10. Organiser un plaidoyer auprès des décideurs politiques pour une augmentation des allocations budgétaires dédiées au secteur agricole ; 11. Mener un plaidoyer auprès des partenaires technique et fiCountry'sciers pour l’appui à la création d’un fonds de développement Agricole ; 12.",Chad_2021_FR,.pdf,Chad,2021,FR,Chad_2021_FR_25,93,35,Junk,Junk,Chad,TD,TCD,148.0,15.0,19.0,Africa,Middle Africa,"15,477,729","15,946,876",Non-Annex I,,0.0,Low,Sub-Saharan Africa,Low income,,TCD,1566.04116081687,Africa
2343,26," Promouvoir le partage des expériences mutuelles entre les chercheurs et parties preCountry'stes, par l'organisation périodique des manifestations scientifiques. Soutenir le Gouvernement dans la mise en œuvre de la Feuille de route techniques et nationale pour accélérer les progrès dans la réalisation de ODD en général, et les ODD1 et ODD2, en particulier ; fiCountry'sciers 2.",Chad_2021_FR,.pdf,Chad,2021,FR,Chad_2021_FR_26,57,35,Junk,Junk,Chad,TD,TCD,148.0,15.0,19.0,Africa,Middle Africa,"15,477,729","15,946,876",Non-Annex I,,0.0,Low,Sub-Saharan Africa,Low income,,TCD,1566.04116081687,Africa
2344,1," Uno de los componentes de la Cumbre son los diálogos sobre los sistemas alimentarios que desarrollan los Estados Miembros de las Naciones Unidas: «están diseñados para que los participantes puedan trabajar juntos en la exploración de desafíos y opciones de cara a transformar los sistemas alimentarios de un país» (Cumbre sobre los Sistemas Alimentarios, 2021). El desarrollo de los diálogos en Countryy la participación del país en la Cumbre están en línea con el compromiso de transformar los sistemas alimentarios y contribuir al logro de la Agenda 2030. • ovitejbO • Foto: ICBF Objetivo Presentar la apuesta nacional para la transformación de los sistemas alimentarios en Countrycomo contribución al logro de la Agenda 2030.",Colombia_2022_ESP,.pdf,Colombia,2022,ESP,Colombia_2022_ESP_1,112,35,Junk,Junk,Colombia,CO,COL,170.0,4.0,-72.0,Americas,South America,"49,661,048","50,339,443",Non-Annex I,,0.0,Upper-middle,Latin America & Caribbean,Upper middle income,,COL,16903.7938821745,South America
2345,15,"• atur • Fortalecer la Estrategia Nacional de Economía Circular que busca ed promover la transformación productiva para maximizar el valor agregado ajoH de los sistemas industriales y agropecuarios y las ciudades sostenibles en términos económicos, ambientales y sociales, a partir de la circularidad, • innovación tecnológica, colaboración en nuevos modelos de negocio (Gobierno de la República de Country, 2019). Responsables Para desarrollar acciones que permitan enfrentar los retos mencionados, se propusieron a las siguientes entidades como responsables priorizados: • Ministerio de Agricultura y Desarrollo Rural • Agencia de Desarrollo Rural (ADR) • Agencia de Renovación del Territorio(ART) • Autoridad Nacional de Acuicultura y Pesca (AUNAP) • Ministerio de Ambiente y Desarrollo Sostenible • Departamento Nacional de Planeación • Instituto Countryno Agropecuario (ICA) • ",Colombia_2022_ESP,.pdf,Colombia,2022,ESP,Colombia_2022_ESP_15,114,35,Junk,Junk,Colombia,CO,COL,170.0,4.0,-72.0,Americas,South America,"49,661,048","50,339,443",Non-Annex I,,0.0,Upper-middle,Latin America & Caribbean,Upper middle income,,COL,16903.7938821745,South America
2346,25,"• selasrevsnart • Desde la Unidad Administrativa Especial de Alimentación Escolar – Alimentos para aprender se prevé contribuir en la promoción de compras públicas locales de alimentos, el diseño y puesta en marcha del Modelo soteR de Alimentación Escolar para las Ruralidades, así como el diseño de un plan pedagógico para la promoción de alimentación saludable y forta-• lecimiento de la cultura alimentaria en las ruralidades, en articulación con la estrategia de estilos de vida saludable del Ministerio de Educación Nacional. • El Instituto Countryno de Bienestar Familiar viene adelantando un proceso de adaptación territorial de las minutas alimentarias de sus programas, por lo cual se requiere fortalecimiento técnico para avanzar hacia la difusión e implementación de dichas adaptaciones.",Colombia_2022_ESP,.pdf,Colombia,2022,ESP,Colombia_2022_ESP_25,115,35,Junk,Junk,Colombia,CO,COL,170.0,4.0,-72.0,Americas,South America,"49,661,048","50,339,443",Non-Annex I,,0.0,Upper-middle,Latin America & Caribbean,Upper middle income,,COL,16903.7938821745,South America
2347,4," • Directora General del Instituto Countryno de Bienestar Familiar (ICBF) -Secretaría Técnica de la Comisión Intersectorial de Seguridad Alimentaria y Nutricional (CISAN). ● Administrador: responsable de evaluar, consolidar y presentar los diálogos. Secretaría Técnica CISAN -Instituto Countryno de Bienestar Familiar. ● Facilitador: responsable de apoyar la dinamización y recursos para los diálogos. Contribuciones desde su marco programático y mandato. • Secretaría Técnica CISAN (ICBF). • Agencias de cooperación: FAO, PMA, PNUD, UNICEF, OPS, FIDA, PNUMA y OCHA.",Colombia_2022_ESP,.pdf,Colombia,2022,ESP,Colombia_2022_ESP_4,72,35,Junk,Junk,Colombia,CO,COL,170.0,4.0,-72.0,Americas,South America,"49,661,048","50,339,443",Non-Annex I,,0.0,Upper-middle,Latin America & Caribbean,Upper middle income,,COL,16903.7938821745,South America
2348,27," Foto: ICBF • La investigación, generación y gestión de información se consideró como necesaria para la toma de decisiones, formulación e implementa-ción de política pública, por lo que el país requiere articular los esfuerzos en esta materia, fortalecer sistemas de información y contar con aque-llos específicos sobre sistemas alimentarios, además de impulsar el tra-bajo de las universidades, centros de investigación y observatorios. Cabe resaltar que este reto se conecta con el de innovación proyectado para los próximos 3 años.",Colombia_2022_ESP,.pdf,Colombia,2022,ESP,Colombia_2022_ESP_27,81,35,Junk,Junk,Colombia,CO,COL,170.0,4.0,-72.0,Americas,South America,"49,661,048","50,339,443",Non-Annex I,,0.0,Upper-middle,Latin America & Caribbean,Upper middle income,,COL,16903.7938821745,South America
2349,6," Del mismo modo es necesario incrementar el intercambio de información estadística proveniente de investigaciones aisladas y específicas, efectuadas por el Ministerio de Agricultura y Ganadería, hacia diversas organizaciones internacionales las cuales no solo tienen la capacidad de brindar apoyo técnico en el levantamiento y análisis de información gracias a la experiencia metodológica resultado de estudios comparados regionales y globales, sino que, su apoyo fiCountry'sciero permite obtener información relevante para el sector.",Ecuador_2023_ESP,.pdf,Ecuador,2023,ESP,Ecuador_2023_ESP_6,72,35,Junk,Junk,Ecuador,EC,ECU,218.0,-2.0,-77.5,Americas,South America,"17,084,358","17,373,662",Non-Annex I,,0.0,Upper-middle,Latin America & Caribbean,Upper middle income,37.3,ECU,11720.6446417049,South America
2350,12," Low levels of food safety represent a significant health challenge, leading to a high prevalence of food-borne diseases (FBDs), especially diarrheal conditions, which currently 19 World Bank, 2018 20 UN Populations Division, World Population Prospects, 2019 21 Selamawit Ketema Ashinie & Tesfaye Tadesse Tefera, Horticultural Crops Research and Development in Country: Review on Current Status, 2019 22 IFPRI, Promoting fruit and vegetable intake in Urban Country, 2019 23 USAID, Looking beyond productivity: barriers to animal-sourced food consumption in Country, 2018 24 Global Burden of Disease Collaborative Network. Global Burden of Disease Study 2019 (GBD 2019) Reference Life Table. Seattle, Country: Institute for Health Metrics And Evaluation (IHME), 2021. DOI HTTPS://DOI.ORG/10.6069/1D4Y-YQ37 13",Ethiopia_2021_ENG,.pdf,Ethiopia,2021,ENG,Ethiopia_2021_ENG_12,118,35,Junk,Junk,Ethiopia,ET,ETH,231.0,8.0,38.0,Africa,Eastern Africa,"109,224,414","112,078,730",Non-Annex I,,1.0,Low,Sub-Saharan Africa,Low income,58.1,ETH,2547.71681384862,Africa
2351,18," Finally, universal food access needs to be ensured across the country, to ensure food security in the aftermath of natural disasters or shocks. The EFS must incorporate nutrition sensitive shock responses and develop and evolve the Productive Safety Net Program to ensure greater social protection measures, especially to cover infants, children, mothers and others particularly vulnerable to malnutrition in vulnerable areas. Overall, across the five UNFSS Action Tracks, the challenges to address are numerous.",Ethiopia_2021_ENG,.pdf,Ethiopia,2021,ENG,Ethiopia_2021_ENG_18,74,35,Junk,Junk,Ethiopia,ET,ETH,231.0,8.0,38.0,Africa,Eastern Africa,"109,224,414","112,078,730",Non-Annex I,,1.0,Low,Sub-Saharan Africa,Low income,58.1,ETH,2547.71681384862,Africa
